ID,CONVERTED_ACCOUNT_ID,A_LEAD_ASSOCIATED_COUNTRY_C,A_LEAD_UTM_SOURCE_C,CREATED_DATE,A_LEAD_FIRST_REACH_OUT_DATE_C,A_LEAD_FIRST_MEETING_CREATION_DATE_C,A_LEAD_FIRST_MEETING_DATE_C,A_LEAD_LAST_MEETING_DATE_C,IS_DELETED
00Q1i00000AOxXQEA1,,France,SumUp,2022-02-02T11:12:17Z,2022-02-02T11:14:33Z,2022-02-02T11:21:36Z,2022-02-07T17:00:00Z,2022-02-07T17:00:00Z,FALSE
00Q1i00000AOxXzEAL,,Italy,(direct),2022-02-02T11:15:41Z,2022-02-02T11:26:23Z,,,,FALSE
00Q1i00000AOxYEEA1,,Germany,sumup,2022-02-02T11:16:27Z,2022-02-02T11:24:13Z,,,,FALSE
00Q1i00000AOxYJEA1,,France,SumUp,2022-02-02T11:18:08Z,2022-02-02T11:28:01Z,,,,FALSE
00Q1i00000AOxYxEAL,,Germany,facebook,2022-02-02T11:21:58Z,2022-02-02T11:28:24Z,,,,FALSE
00Q1i00000AOxZIEA1,,Italy,facebook,2022-02-02T11:26:05Z,2022-02-02T11:27:25Z,2022-02-03T14:46:37Z,2022-02-04T11:00:00Z,2022-02-04T11:00:00Z,FALSE
00Q1i00000AOxZbEAL,,France,leboncoin,2022-02-02T11:27:09Z,2022-02-02T11:34:19Z,2022-02-02T11:34:24Z,2022-02-02T17:00:00Z,2022-02-03T16:00:00Z,FALSE
00Q1i00000AOxa0EAD,0011i00001O5uCzAAJ,Spain,google,2022-02-02T11:29:57Z,2022-02-02T11:46:06Z,2022-02-02T11:46:16Z,2022-02-03T11:00:00Z,2022-02-03T11:00:00Z,FALSE
00Q1i00000AOxaoEAD,0011i00001NcC1EAAV,Germany,facebook,2022-02-02T11:36:43Z,2022-02-02T11:49:10Z,2022-02-02T12:02:35Z,2022-02-02T14:00:00Z,2022-02-02T14:00:00Z,FALSE
00Q1i00000AOxbIEAT,,France,facebook,2022-02-02T11:40:51Z,2022-02-02T11:41:41Z,,,,FALSE
00Q1i00000AOxcGEAT,,Italy,,2022-02-02T11:47:20Z,2022-02-02T12:02:36Z,2022-02-02T12:02:49Z,2022-02-04T10:00:00Z,2022-02-04T10:00:00Z,FALSE
00Q1i00000AOxcHEAT,0011i00001NcT5sAAF,France,google,2022-02-02T11:47:20Z,2022-02-02T11:55:09Z,2022-02-02T11:55:14Z,2022-02-03T09:00:00Z,2022-02-03T09:00:00Z,FALSE
00Q1i00000AOxckEAD,0011i00001O8fkQAAR,France,google,2022-02-02T11:50:21Z,2022-02-02T11:55:23Z,2022-02-02T11:59:06Z,2022-02-09T13:00:00Z,2022-02-09T13:00:00Z,FALSE
00Q1i00000AOxcpEAD,0011i00001O5rANAAZ,France,google,2022-02-02T11:50:35Z,2022-02-02T11:56:38Z,2022-02-02T13:40:39Z,2022-02-02T16:00:00Z,2022-02-02T16:00:00Z,FALSE
00Q1i00000AOxcqEAD,,Italy,google,2022-02-02T11:50:35Z,2022-02-02T11:54:25Z,,,,FALSE
00Q1i00000AOxdEEAT,0011i00001O5xEvAAJ,France,google,2022-02-02T11:54:10Z,2022-02-02T12:02:09Z,2022-02-02T16:50:48Z,2022-02-03T13:00:00Z,2022-02-03T13:00:00Z,FALSE
00Q1i00000AOxdJEAT,,Italy,google,2022-02-02T11:54:58Z,2022-02-02T12:10:04Z,,,,FALSE
00Q1i00000AOxdiEAD,,Spain,facebook,2022-02-02T11:57:19Z,2022-02-02T11:58:30Z,,,,FALSE
00Q1i00000AOxe2EAD,,Germany,google,2022-02-02T11:59:19Z,2022-02-02T12:27:27Z,2022-02-02T12:27:32Z,2022-02-02T15:00:00Z,2022-02-02T15:00:00Z,FALSE
00Q1i00000AOxegEAD,,France,facebook,2022-02-02T12:05:36Z,2022-02-02T12:07:05Z,,,,FALSE
00Q1i00000AOxelEAD,,Italy,facebook,2022-02-02T12:06:39Z,2022-02-02T12:09:44Z,2022-02-03T13:28:16Z,2022-02-07T14:00:00Z,2022-02-07T14:00:00Z,FALSE
00Q1i00000AOxevEAD,0011i00001OSzetAAD,France,google,2022-02-02T12:07:44Z,2022-02-02T12:11:43Z,2022-02-09T17:03:46Z,2022-02-10T17:00:00Z,2022-02-10T17:00:00Z,FALSE
00Q1i00000AOxfFEAT,,Italy,facebook,2022-02-02T12:11:28Z,2022-02-02T12:18:17Z,,,,FALSE
00Q1i00000AOxftEAD,0011i00001O644aAAB,Germany,google,2022-02-02T12:18:56Z,2022-02-02T12:31:41Z,2022-02-02T12:36:26Z,2022-02-02T15:00:00Z,2022-02-02T15:00:00Z,FALSE
00Q1i00000AOxfuEAD,,France,google,2022-02-02T12:18:56Z,2022-02-02T12:20:08Z,,,,FALSE
00Q1i00000AOxgDEAT,,Spain,,2022-02-02T12:19:56Z,2022-02-02T12:27:32Z,,,,FALSE
00Q1i00000AOxgNEAT,0011i00001O6dnuAAB,Italy,google,2022-02-02T12:21:05Z,2022-02-02T12:30:54Z,2022-02-02T13:17:42Z,2022-02-04T14:00:00Z,2022-02-04T14:00:00Z,FALSE
00Q1i00000AOxhVEAT,,France,,2022-02-02T12:28:53Z,2022-02-02T12:30:04Z,,,,FALSE
00Q1i00000AOxhuEAD,0011i00001O98bMAAR,Germany,SumUp,2022-02-02T12:31:17Z,2022-02-03T10:11:32Z,2022-02-03T11:17:25Z,2022-02-07T09:00:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000AOxhzEAD,,France,google,2022-02-02T12:32:18Z,2022-02-02T12:33:55Z,,,,FALSE
00Q1i00000AOxiJEAT,,France,mvf,2022-02-02T12:33:51Z,2022-02-02T12:41:38Z,2022-02-02T16:06:25Z,2022-02-03T13:00:00Z,2022-02-10T15:00:00Z,FALSE
00Q1i00000AOxiTEAT,,Italy,facebook,2022-02-02T12:34:30Z,2022-02-02T12:47:24Z,,,,FALSE
00Q1i00000AOxiYEAT,,Italy,google,2022-02-02T12:34:43Z,,,,,FALSE
00Q1i00000AOxj2EAD,,France,google,2022-02-02T12:35:34Z,2022-02-02T12:40:17Z,,,,FALSE
00Q1i00000AOxjREAT,,Italy,facebook,2022-02-02T12:37:03Z,2022-02-02T13:08:28Z,2022-02-02T13:08:40Z,2022-02-02T18:30:00Z,2022-02-02T18:30:00Z,FALSE
00Q1i00000AOxjbEAD,,France,google,2022-02-02T12:37:28Z,2022-02-02T12:41:17Z,,,,FALSE
00Q1i00000AOxk0EAD,0011i00001Q4ts2AAB,France,facebook,2022-02-02T12:39:57Z,2022-02-02T12:42:42Z,2022-03-12T13:12:57Z,2022-03-14T14:00:00Z,2022-03-21T14:00:00Z,FALSE
00Q1i00000AOxk5EAD,,Germany,SumUp,2022-02-02T12:40:22Z,2022-02-03T10:23:33Z,,,,FALSE
00Q1i00000AOxkPEAT,,France,google,2022-02-02T12:41:57Z,2022-02-02T12:46:41Z,2022-02-02T13:19:47Z,2022-02-04T08:00:00Z,2022-02-04T08:00:00Z,FALSE
00Q1i00000AOxjSEAT,,France,google,2022-02-02T12:42:33Z,2022-02-02T12:47:12Z,,,,FALSE
00Q1i00000AOxkZEAT,,Italy,google,2022-02-02T12:43:31Z,2022-02-02T12:51:25Z,,,,FALSE
00Q1i00000AOxkeEAD,,Spain,google,2022-02-02T12:44:17Z,2022-02-02T12:48:03Z,,,,FALSE
00Q1i00000AOxkyEAD,,France,SumUp,2022-02-02T12:46:06Z,2022-02-02T12:56:47Z,,,,FALSE
00Q1i00000AOxl3EAD,,France,,2022-02-02T12:46:31Z,2022-02-02T12:50:28Z,,,,FALSE
00Q1i00000AOxlIEAT,0011i00001O6dUkAAJ,Germany,google,2022-02-02T12:47:41Z,2022-02-02T15:25:21Z,2022-02-02T16:17:50Z,2022-02-02T15:00:00Z,2022-02-02T15:00:00Z,FALSE
00Q1i00000AOxlNEAT,,Germany,google,2022-02-02T12:47:55Z,2022-02-02T15:22:13Z,,,,FALSE
00Q1i00000AOxlOEAT,,Italy,google,2022-02-02T12:47:55Z,2022-02-02T13:04:10Z,2022-02-02T13:04:18Z,2022-02-02T19:00:00Z,2022-02-02T19:00:00Z,FALSE
00Q1i00000AOxlnEAD,,Italy,facebook,2022-02-02T12:51:57Z,2022-02-02T12:52:59Z,,,,FALSE
00Q1i00000AOxlmEAD,,Spain,facebook,2022-02-02T12:51:57Z,2022-02-02T12:54:22Z,,,,FALSE
00Q1i00000AOxmzEAD,,France,google,2022-02-02T12:58:47Z,2022-02-02T13:01:11Z,,,,FALSE
00Q1i00000AOxn9EAD,,Spain,google,2022-02-02T13:00:17Z,2022-02-02T14:03:09Z,,,,FALSE
00Q1i00000AOxnYEAT,0011i00001ORMtdAAH,France,mvf,2022-02-02T13:03:16Z,2022-02-02T13:04:33Z,2022-02-03T12:15:52Z,2022-02-10T09:00:00Z,2022-02-14T13:00:00Z,FALSE
00Q1i00000AOxnZEAT,,France,google,2022-02-02T13:03:16Z,2022-02-02T13:04:37Z,,,,FALSE
00Q1i00000AOxniEAD,,Spain,facebook,2022-02-02T13:03:41Z,2022-02-02T13:10:59Z,,,,FALSE
00Q1i00000AOxoHEAT,0011i00001NcCxpAAF,France,google,2022-02-02T13:07:45Z,2022-02-02T13:21:32Z,2022-02-02T13:27:46Z,2022-02-02T14:00:00Z,2022-02-02T15:00:00Z,FALSE
00Q1i00000AOxoREAT,,Italy,google,2022-02-02T13:08:40Z,2022-02-02T13:12:38Z,,,,FALSE
00Q1i00000AOxpZEAT,,Germany,facebook,2022-02-02T13:16:57Z,2022-02-02T15:11:05Z,,,,FALSE
00Q1i00000AOxpyEAD,,Italy,google,2022-02-02T13:22:28Z,2022-02-02T13:25:38Z,,,,FALSE
00Q1i00000AOxqrEAD,,Italy,facebook,2022-02-02T13:26:57Z,2022-02-02T13:30:26Z,,,,FALSE
00Q1i00000AOxqwEAD,,France,google,2022-02-02T13:27:34Z,2022-02-02T13:31:06Z,,,,FALSE
00Q1i00000AOxr1EAD,,Italy,facebook,2022-02-02T13:27:52Z,2022-02-02T13:31:56Z,,,,FALSE
00Q1i00000AOxrBEAT,0011i00001P5HR4AAN,France,legalstart,2022-02-02T13:29:35Z,2022-02-02T13:33:06Z,2022-02-02T15:11:30Z,2022-02-03T10:00:00Z,2022-03-04T08:00:00Z,FALSE
00Q1i00000AOxrVEAT,0011i00001O6UXwAAN,France,SumUp,2022-02-02T13:31:57Z,2022-02-02T13:33:05Z,2022-02-02T13:42:06Z,2022-02-04T09:00:00Z,2022-02-04T09:00:00Z,FALSE
00Q1i00000AOxsnEAD,0011i00001O6V38AAF,France,mvf,2022-02-02T13:43:31Z,2022-02-02T14:08:51Z,2022-02-02T16:36:30Z,2022-02-04T09:00:00Z,2022-02-04T09:00:00Z,FALSE
00Q1i00000AOxuAEAT,,Germany,facebook,2022-02-02T13:51:05Z,2022-02-02T15:08:59Z,,,,FALSE
00Q1i00000AOxuPEAT,,France,google,2022-02-02T13:52:45Z,2022-02-02T13:54:00Z,,,,FALSE
00Q1i00000AOxueEAD,,France,google,2022-02-02T13:54:57Z,2022-02-02T13:56:30Z,,,,FALSE
00Q1i00000AOxwGEAT,,Italy,facebook,2022-02-02T14:02:43Z,,,,,FALSE
00Q1i00000AOxwfEAD,,Italy,facebook,2022-02-02T14:04:20Z,2022-02-02T14:31:12Z,2022-02-03T11:31:04Z,2022-02-08T10:00:00Z,2022-02-08T10:00:00Z,FALSE
00Q1i00000AOxwkEAD,,France,google,2022-02-02T14:04:57Z,2022-02-02T14:06:24Z,2022-02-02T14:13:11Z,2022-02-03T15:00:00Z,2022-02-03T15:00:00Z,FALSE
00Q1i00000AOxwzEAD,,Germany,google,2022-02-02T14:05:24Z,2022-02-02T15:06:21Z,,,,FALSE
00Q1i00000AOxy2EAD,,Spain,facebook,2022-02-02T14:09:57Z,2022-02-02T14:11:12Z,,,,FALSE
00Q1i00000AOxySEAT,0011i00001O965nAAB,France,google,2022-02-02T14:12:33Z,2022-02-02T14:17:38Z,2022-02-02T14:25:02Z,2022-02-04T13:00:00Z,2022-02-10T09:00:00Z,FALSE
00Q1i00000AOxyREAT,,France,facebook,2022-02-02T14:12:33Z,2022-02-02T14:15:57Z,,,,FALSE
00Q1i00000AOxyqEAD,,France,mvf,2022-02-02T14:13:35Z,2022-02-02T14:15:34Z,,,,FALSE
00Q1i00000AOxyvEAD,,France,,2022-02-02T14:14:32Z,2022-02-02T14:28:09Z,,,,FALSE
00Q1i00000AOxz0EAD,,France,mvf,2022-02-02T14:15:10Z,2022-02-02T14:16:07Z,,,,FALSE
00Q1i00000AOxzQEAT,,France,facebook,2022-02-02T14:16:58Z,2022-02-02T14:30:39Z,,,,FALSE
00Q1i00000AOxzPEAT,,France,,2022-02-02T14:16:58Z,2022-02-02T14:25:42Z,,,,FALSE
00Q1i00000AOxzZEAT,,Germany,facebook,2022-02-02T14:18:24Z,2022-02-02T15:04:47Z,,,,FALSE
00Q1i00000AOxztEAD,,France,google,2022-02-02T14:19:38Z,2022-02-02T14:27:03Z,2022-02-02T17:00:43Z,2022-02-03T14:00:00Z,2022-02-03T14:00:00Z,FALSE
00Q1i00000AOxzyEAD,0011i00000SAN8OAAX,France,,2022-02-02T14:19:47Z,2022-02-02T14:22:56Z,2022-02-02T14:23:11Z,2022-02-03T17:00:00Z,2022-02-03T17:00:00Z,FALSE
00Q1i00000AOy0hEAD,,Spain,facebook,2022-02-02T14:25:44Z,2022-02-02T14:43:14Z,2022-02-02T14:43:28Z,2022-02-07T16:00:00Z,2022-02-07T16:00:00Z,FALSE
00Q1i00000AOy11EAD,,Spain,facebook,2022-02-02T14:26:00Z,2022-02-02T14:30:16Z,,,,FALSE
00Q1i00000AOy1LEAT,,France,,2022-02-02T14:27:57Z,2022-02-02T14:32:49Z,,,,FALSE
00Q1i00000AOy24EAD,,France,mvf,2022-02-02T14:31:38Z,2022-02-02T14:36:17Z,2022-02-02T14:41:01Z,2022-02-02T17:00:00Z,2022-05-02T07:00:00Z,FALSE
00Q1i00000AOy29EAD,0011i00001O69f5AAB,France,facebook,2022-02-02T14:31:55Z,2022-02-03T14:17:43Z,2022-02-03T14:17:49Z,2022-02-03T15:00:00Z,2022-02-03T17:00:00Z,FALSE
00Q1i00000AOy2EEAT,0011i00001NcDdhAAF,France,facebook,2022-02-02T14:33:19Z,2022-02-02T14:33:33Z,2022-02-02T14:37:02Z,2022-02-02T16:00:00Z,2022-02-02T16:00:00Z,FALSE
00Q1i00000AOy2OEAT,0011i00001O9KJ9AAN,Germany,blog-article,2022-02-02T14:34:27Z,2022-02-02T15:00:17Z,2022-02-10T11:37:14Z,2022-02-10T14:00:00Z,2022-02-10T14:00:00Z,FALSE
00Q1i00000AOy32EAD,,Italy,facebook,2022-02-02T14:40:18Z,2022-02-02T14:49:10Z,,,,FALSE
00Q1i00000AOy37EAD,,France,mvf,2022-02-02T14:40:43Z,2022-02-02T14:41:36Z,,,,FALSE
00Q1i00000AOy3MEAT,,France,legalstart,2022-02-02T14:41:27Z,2022-02-02T14:41:59Z,2022-02-02T16:44:17Z,2022-02-07T09:00:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000AOy3bEAD,0011i00001O5w7AAAR,Spain,instagram,2022-02-02T14:43:26Z,2022-02-02T14:51:55Z,2022-02-02T14:52:02Z,2022-02-03T12:00:00Z,2022-02-03T12:00:00Z,FALSE
00Q1i00000AOy45EAD,,France,mvf,2022-02-02T14:46:05Z,2022-02-02T14:46:57Z,,,,FALSE
00Q1i00000AOy4FEAT,,France,facebook,2022-02-02T14:47:20Z,2022-02-02T14:54:00Z,2022-02-02T14:54:13Z,2022-01-03T15:00:00Z,2022-01-03T15:00:00Z,FALSE
00Q1i00000AOy4UEAT,,Spain,facebook,2022-02-02T14:49:27Z,2022-02-02T14:52:52Z,,,,FALSE
00Q1i00000AOy4jEAD,0011i00001O7KySAAV,France,(direct),2022-02-02T14:51:05Z,2022-02-02T14:53:54Z,2022-02-02T14:57:32Z,2022-02-07T09:00:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000AOy5mEAD,,Italy,facebook,2022-02-02T14:57:23Z,2022-02-02T15:03:43Z,,,,FALSE
00Q1i00000AOy5rEAD,0011i00001O5r11AAB,Italy,(direct),2022-02-02T14:59:45Z,2022-02-02T15:14:25Z,2022-02-02T15:14:31Z,2022-02-03T09:00:00Z,2022-02-03T09:00:00Z,FALSE
00Q1i00000AOy66EAD,,Italy,(direct),2022-02-02T15:02:15Z,2022-02-02T15:05:08Z,,,,FALSE
00Q1i00000AOy6aEAD,,Spain,facebook,2022-02-02T15:04:58Z,2022-02-02T15:11:56Z,,,,FALSE
00Q1i00000AOy7EEAT,,France,facebook,2022-02-02T15:09:41Z,2022-02-02T15:11:25Z,,,,FALSE
00Q1i00000AOy7sEAD,0011i00001Ov9ccAAB,France,facebook,2022-02-02T15:12:09Z,2022-02-02T15:16:53Z,2022-02-02T15:17:01Z,2022-02-11T12:45:00Z,2022-02-22T15:00:00Z,FALSE
00Q1i00000AOy87EAD,,France,mvf,2022-02-02T15:13:10Z,2022-02-02T16:06:54Z,,,,FALSE
00Q1i00000AOy8REAT,,Spain,,2022-02-02T15:14:11Z,2022-02-02T15:28:13Z,2022-02-02T15:28:20Z,2022-02-03T16:00:00Z,2022-02-03T16:00:00Z,FALSE
00Q1i00000AOy8lEAD,,Italy,facebook,2022-02-02T15:18:51Z,2022-02-02T15:31:47Z,2022-02-02T15:31:58Z,2022-02-04T14:00:00Z,2022-02-28T14:00:00Z,FALSE
00Q1i00000AOy8vEAD,,Italy,,2022-02-02T15:19:20Z,,,,,FALSE
00Q1i00000AOy9KEAT,,Italy,google,2022-02-02T15:21:59Z,2022-02-02T15:30:27Z,,,,FALSE
00Q1i00000AOyA3EAL,,France,google,2022-02-02T15:26:43Z,2022-02-02T15:28:33Z,,,,FALSE
00Q1i00000AOyAhEAL,0011i00001NcDD9AAN,Spain,facebook,2022-02-02T15:28:17Z,2022-02-02T15:28:56Z,2022-02-02T15:37:25Z,2022-02-02T15:40:00Z,2022-02-02T15:40:00Z,FALSE
00Q1i00000AOyB1EAL,,Spain,facebook,2022-02-02T15:30:09Z,2022-02-02T15:33:28Z,,,,FALSE
00Q1i00000AOyBGEA1,,France,referall,2022-02-02T15:31:10Z,2022-02-02T15:32:31Z,2022-04-15T08:13:00Z,2022-02-03T13:00:00Z,2022-04-16T12:00:00Z,FALSE
00Q1i00000AOyBQEA1,0011i00001O64m5AAB,Spain,facebook,2022-02-02T15:31:26Z,2022-02-02T16:10:10Z,2022-02-02T16:10:15Z,2022-02-03T15:00:00Z,2022-02-03T15:00:00Z,FALSE
00Q1i00000AOyBHEA1,,Italy,facebook,2022-02-02T15:31:58Z,2022-02-02T15:40:35Z,2022-02-02T15:40:41Z,2022-02-05T09:00:00Z,2022-02-05T09:00:00Z,FALSE
00Q1i00000AOyBuEAL,,France,google,2022-02-02T15:32:37Z,2022-02-03T08:57:23Z,,,,FALSE
00Q1i00000AOyBvEAL,,France,google,2022-02-02T15:32:37Z,2022-02-02T15:36:46Z,,,,FALSE
00Q1i00000AOyCEEA1,,Germany,google,2022-02-02T15:33:27Z,2022-02-03T10:27:18Z,,,,FALSE
00Q1i00000AOyCjEAL,,Italy,google,2022-02-02T15:36:05Z,2022-02-02T15:41:41Z,2022-02-03T09:01:27Z,2022-02-03T18:30:00Z,2022-02-04T09:00:00Z,FALSE
00Q1i00000AOyCiEAL,,France,,2022-02-02T15:36:05Z,2022-02-02T15:38:42Z,,,,FALSE
00Q1i00000AOyCsEAL,0011i00001O62JgAAJ,Germany,(direct),2022-02-02T15:37:59Z,2022-02-02T16:53:52Z,2022-02-02T17:07:51Z,2022-02-03T15:00:00Z,2022-02-03T15:00:00Z,FALSE
00Q1i00000AOyD7EAL,,Germany,(direct),2022-02-02T15:39:57Z,2022-02-02T16:45:37Z,,,,FALSE
00Q1i00000AOyDCEA1,,France,google,2022-02-02T15:40:22Z,2022-02-02T15:46:39Z,,,,FALSE
00Q1i00000AOyDHEA1,,Italy,facebook,2022-02-02T15:41:16Z,2022-02-02T15:44:51Z,,,,FALSE
00Q1i00000AOyE5EAL,,Italy,facebook,2022-02-02T15:46:06Z,2022-02-02T15:50:44Z,,,,FALSE
00Q1i00000AOyEPEA1,0011i00001O61G4AAJ,France,google,2022-02-02T15:47:34Z,2022-02-02T15:49:38Z,2022-02-02T16:00:53Z,2022-02-03T14:00:00Z,2022-02-03T14:00:00Z,FALSE
00Q1i00000AOyEkEAL,,France,google,2022-02-02T15:49:45Z,2022-02-02T15:51:38Z,,,,FALSE
00Q1i00000AOyEjEAL,,Spain,m,2022-02-02T15:49:45Z,2022-02-02T16:01:35Z,,,,FALSE
00Q1i00000AOyEyEAL,,Italy,facebook,2022-02-02T15:50:10Z,2022-02-02T15:57:10Z,2022-02-28T14:39:17Z,2022-02-28T19:00:00Z,2022-02-28T19:00:00Z,FALSE
00Q1i00000AOyF8EAL,0011i00001O8HuYAAV,Spain,facebook,2022-02-02T15:51:06Z,2022-02-02T15:51:42Z,2022-02-04T11:27:46Z,2022-02-07T14:00:00Z,2022-02-08T14:00:00Z,FALSE
00Q1i00000AOyG6EAL,,Italy,google,2022-02-02T16:00:54Z,2022-02-02T16:03:49Z,,,,FALSE
00Q1i00000AOyH5EAL,0011i00001O5vx1AAB,France,google,2022-02-02T16:06:57Z,2022-02-02T16:09:42Z,2022-02-02T16:13:44Z,2022-02-03T08:00:00Z,2022-02-03T12:00:00Z,FALSE
00Q1i00000AOyH4EAL,,Germany,ch,2022-02-02T16:06:57Z,2022-02-02T16:25:11Z,,,,FALSE
00Q1i00000AOyH9EAL,,France,facebook,2022-02-02T16:07:30Z,2022-02-02T16:09:05Z,,,,FALSE
00Q1i00000AOyHJEA1,,Germany,facebook,2022-02-02T16:08:21Z,2022-02-02T16:19:46Z,,,,FALSE
00Q1i00000AOyHOEA1,0011i00001NcEnvAAF,France,google,2022-02-02T16:08:49Z,2022-02-02T16:14:12Z,2022-02-02T16:24:36Z,2022-02-02T17:00:00Z,2022-02-02T17:00:00Z,FALSE
00Q1i00000AOyHPEA1,,France,google,2022-02-02T16:08:49Z,2022-02-02T16:15:15Z,,,,FALSE
00Q1i00000AOyHdEAL,,Italy,facebook,2022-02-02T16:10:39Z,2022-02-02T16:16:35Z,,,,FALSE
00Q1i00000AOyHiEAL,0011i00001NcT2dAAF,France,sumup,2022-02-02T16:11:28Z,2022-02-02T16:14:35Z,2022-02-02T16:17:25Z,2022-02-03T09:00:00Z,2022-02-03T09:00:00Z,FALSE
00Q1i00000AOyHnEAL,,France,google,2022-02-02T16:12:48Z,2022-02-02T16:17:02Z,,,,FALSE
00Q1i00000AOyJZEA1,,France,l,2022-02-02T16:25:51Z,2022-02-02T16:30:02Z,,,,FALSE
00Q1i00000AOyJoEAL,,Italy,facebook,2022-02-02T16:26:05Z,,,,,FALSE
00Q1i00000AOyJyEAL,,Spain,google,2022-02-02T16:26:57Z,2022-02-02T16:29:31Z,,,,FALSE
00Q1i00000AOyKIEA1,,Italy,facebook,2022-02-02T16:28:02Z,2022-02-02T16:37:11Z,,,,FALSE
00Q1i00000AOyKJEA1,,France,facebook,2022-02-02T16:28:02Z,2022-02-02T16:39:36Z,2022-02-02T16:39:49Z,2022-02-03T13:00:00Z,2022-02-07T12:00:00Z,FALSE
00Q1i00000AOyKNEA1,,Spain,facebook,2022-02-02T16:28:21Z,2022-02-02T16:29:17Z,,,,FALSE
00Q1i00000AOyKXEA1,,Germany,facebook,2022-02-02T16:29:57Z,2022-02-02T16:36:39Z,,,,FALSE
00Q1i00000AOyKrEAL,0011i00001NcF8jAAF,France,google,2022-02-02T16:31:57Z,2022-02-02T16:36:04Z,2022-02-02T16:43:27Z,2022-02-02T17:00:00Z,2022-02-02T17:00:00Z,FALSE
00Q1i00000AOyL1EAL,0011i00001O9MKxAAN,Italy,google,2022-02-02T16:32:25Z,2022-02-02T16:43:46Z,2022-02-02T16:43:55Z,2022-02-03T17:00:00Z,2022-02-10T17:00:00Z,FALSE
00Q1i00000AOyLVEA1,0011i00001O7KGpAAN,Italy,google,2022-02-02T16:36:05Z,2022-02-02T16:47:21Z,2022-02-02T16:56:59Z,2022-02-03T18:30:00Z,2022-02-07T09:00:00Z,FALSE
00Q1i00000AOyLpEAL,,Italy,facebook,2022-02-02T16:38:21Z,2022-02-02T16:58:37Z,2022-02-08T15:06:32Z,2022-02-15T18:00:00Z,2022-02-15T18:00:00Z,FALSE
00Q1i00000AOyMJEA1,,France,,2022-02-02T16:42:25Z,2022-02-02T16:52:05Z,2022-02-02T16:52:09Z,2022-02-08T12:30:00Z,2022-02-08T12:30:00Z,FALSE
00Q1i00000AOyMnEAL,0011i00001O7WLuAAN,France,SumUp,2022-02-02T16:44:43Z,2022-02-02T16:46:45Z,2022-02-02T16:51:58Z,2022-02-07T15:00:00Z,2022-02-07T15:00:00Z,FALSE
00Q1i00000AOyN7EAL,,Italy,facebook,2022-02-02T16:45:18Z,,,,,FALSE
00Q1i00000AOyNHEA1,0011i00001O5rtVAAR,Italy,,2022-02-02T16:46:38Z,2022-02-02T17:07:54Z,2022-02-02T17:07:59Z,2022-02-03T18:00:00Z,2022-02-03T18:00:00Z,FALSE
00Q1i00000AOyNNEA1,,France,google,2022-02-02T16:48:48Z,2022-02-02T16:50:45Z,,,,FALSE
00Q1i00000AOyNMEA1,0011i00001ORTwkAAH,Italy,facebook,2022-02-02T16:48:48Z,2022-02-02T17:53:09Z,2022-02-02T17:53:21Z,2022-02-08T14:00:00Z,2022-02-14T14:00:00Z,FALSE
00Q1i00000AOyNWEA1,,Spain,facebook,2022-02-02T16:49:12Z,2022-02-02T16:50:42Z,2022-02-03T17:28:55Z,2022-02-04T11:00:00Z,2022-02-07T10:00:00Z,FALSE
00Q1i00000AOyNgEAL,0011i00001O69TXAAZ,Italy,google,2022-02-02T16:50:54Z,2022-02-02T17:15:41Z,2022-02-02T17:15:51Z,2022-02-03T16:00:00Z,2022-02-03T16:00:00Z,FALSE
00Q1i00000AOyNvEAL,0011i00001O690gAAB,France,mvf,2022-02-02T16:55:43Z,2022-02-02T17:01:45Z,2022-02-02T17:02:05Z,2022-02-03T16:00:00Z,2022-02-03T16:00:00Z,FALSE
00Q1i00000AOyOAEA1,,Germany,google,2022-02-02T16:56:59Z,2022-02-02T17:08:51Z,2022-02-02T17:18:53Z,2022-02-03T10:00:00Z,2022-02-03T10:00:00Z,FALSE
00Q1i00000AOyOKEA1,,Italy,SumUp,2022-02-02T16:59:36Z,2022-02-02T17:25:57Z,,,,FALSE
00Q1i00000AOyOZEA1,0011i00001O60r3AAB,France,facebook,2022-02-02T17:00:31Z,2022-02-02T17:03:43Z,2022-02-02T17:06:51Z,2022-02-03T13:00:00Z,2022-02-03T13:00:00Z,FALSE
00Q1i00000AOyPDEA1,,Spain,facebook,2022-02-02T17:04:33Z,2022-02-02T17:09:15Z,,,,FALSE
00Q1i00000AOyPhEAL,,France,facebook,2022-02-02T17:10:53Z,2022-02-02T17:11:43Z,,,,FALSE
00Q1i00000AOyPmEAL,,France,google,2022-02-02T17:11:40Z,2022-02-02T17:14:05Z,,,,FALSE
00Q1i00000AOyQLEA1,,France,google,2022-02-02T17:16:27Z,2022-02-02T17:18:25Z,2022-02-03T16:45:46Z,2022-02-07T14:00:00Z,2022-02-07T14:00:00Z,FALSE
00Q1i00000AOyQaEAL,,France,facebook,2022-02-02T17:20:31Z,2022-02-02T17:26:23Z,2022-02-02T17:26:29Z,2022-02-03T12:30:00Z,2022-04-01T17:00:00Z,FALSE
